order_id,order_date,region,category,units,unit_price,customer_age,discount
ORD-00401,2024-07-22,North,Books,3,44.24,37.0,0.18
ORD-00402,2023-08-23,WEST,Clothing,1,49.63,26.0,0.23
ORD-00403,2024-12-11,south,Sports,9,30.25,47.0,0.06
ORD-00404,2023-12-31,north,Sports,10,158.89,38.0,0.1
ORD-00405,2024-01-02,north,Sports,2,95.3,30.0,0.22
ORD-00406,2023-11-14,WEST,Books,2,6091.896356097107,40.0,0.17
ORD-00407,2023-04-16,NORTH,Books,7,53.83,18.0,0.29
ORD-00408,2024-11-14,west,Home,1,98.65,18.0,0.14
ORD-00409,2023-01-11,EAST,Sports,9,76.61,25.0,0.48
ORD-00410,2023-05-08,west,Sports,11,41.55,42.0,0.17
ORD-00411,2023-06-17,West,Home,9,53.46,38.0,0.26
ORD-00412,2023-07-24,WEST,Electronics,3,95.19,51.0,0.08
ORD-00413,2023-04-07,WEST,Electronics,3,30.22,27.0,0.11
ORD-00414,2023-01-14,north,Clothing,8,120.77,350.0,0.29
ORD-00415,2024-05-10,west,Electronics,1,72.64,37.0,0.17
ORD-00416,2024-12-09,SOUTH,Clothing,6,111.31,27.0,0.2
ORD-00417,2023-03-31,south,Electronics,5,83.41,,0.6
ORD-00418,2023-08-05,west,Sports,9,18.55,37.0,0.21
ORD-00419,2024-01-06,WEST,Electronics,3,64.65,30.0,0.15
ORD-00420,2024-11-09,East,Books,9,122.35,39.0,0.34
ORD-00421,2024-05-22,south,Clothing,8,71.96,36.0,0.23
ORD-00422,2024-07-14,SOUTH,Electronics,3,65.74,,0.28
ORD-00423,2024-02-29,South,Books,4,71.91,33.0,0.14
ORD-00424,2023-11-01,South,Sports,1,14.95,22.0,0.13
ORD-00425,2023-05-27,south,Books,5,129.97,39.0,0.06
ORD-00426,2024-09-23,North,Sports,3,8.69,28.0,0.11
ORD-00427,2024-08-10,north,Home,2,146.26,26.0,0.23
ORD-00428,2023-01-19,West,Books,7,51.26,35.0,0.34
ORD-00429,2024-06-06,south,Electronics,7,87.09,47.0,0.37
ORD-00430,2023-03-03,west,Sports,1,13.8,40.0,0.01
ORD-00431,2024-06-24,East,Books,3,,32.0,0.04
ORD-00432,2024-08-26,north,Clothing,1,94.32,31.0,0.04
ORD-00433,2023-04-06,North,Clothing,8,90.81,46.0,0.3
ORD-00434,2023-11-14,North,Books,4,13.22,9.0,0.24
ORD-00435,2023-04-01,west,Electronics,1,37.61,48.0,0.17
ORD-00436,2024-02-19,,Sports,3,83.69,16.0,0.12
ORD-00437,2024-11-09,South,Clothing,11,127.86,-5.0,0.18
ORD-00438,2023-03-01,WEST,Electronics,3,33.59,32.0,0.13
ORD-00439,2023-10-18,West,Clothing,8,34.29,64.0,0.06
ORD-00440,2024-12-12,north,Sports,6,80.27,58.0,0.49
ORD-00441,2023-08-08,North,Clothing,2,240.2,46.0,0.18
ORD-00442,2023-04-07,north,Home,4,42.08,42.0,0.08
ORD-00443,2023-12-24,North,Sports,1,,16.0,0.14
ORD-00444,2024-01-07,NORTH,Electronics,9,879.1498639035669,40.0,0.27
ORD-00445,2024-04-29,East,Books,4,60.47,31.0,0.26
ORD-00446,2023-08-18,west,Clothing,6,133.97,28.0,0.09
ORD-00447,2024-11-29,SOUTH,Books,2,62.63,40.0,0.13
ORD-00448,2024-01-16,east,Electronics,10,253.88,32.0,0.39
ORD-00449,2023-07-29,NORTH,Electronics,3,2101.5325849403857,48.0,0.21
ORD-00450,2024-12-02,West,Books,7,141.74,15.0,0.25
ORD-00451,2024-11-07,,Sports,10,53.47,39.0,0.12
ORD-00452,2023-12-31,West,Sports,8,25.48,27.0,0.05
ORD-00453,2023-01-19,WEST,Books,7,62.56,33.0,0.16
ORD-00454,2024-03-12,South,Home,10,91.66,42.0,0.21
ORD-00455,2024-02-10,north,Electronics,2,37.86,25.0,0.25
ORD-00456,2023-04-19,North,Clothing,11,128.52,40.0,0.15
ORD-00457,2024-04-08,south,Books,7,47.35,35.0,0.02
ORD-00458,2024-09-06,west,Clothing,5,30.26,30.0,0.22
ORD-00459,2023-03-19,SOUTH,Home,3,225.87,32.0,0.26
ORD-00460,2024-06-12,west,Electronics,9,36.41,36.0,0.07
ORD-00461,2023-04-13,SOUTH,Home,11,46.38,29.0,0.2
ORD-00462,2024-07-01,NORTH,Clothing,8,101.13,38.0,0.48
ORD-00463,2023-11-03,SOUTH,Electronics,1,52.21,35.0,0.39
ORD-00464,2023-01-05,EAST,Electronics,6,31.11,31.0,0.43
ORD-00465,2024-12-07,east,Home,9,43.19,,0.24
ORD-00466,2023-05-02,south,Clothing,5,189.47,200.0,0.19
ORD-00467,2024-03-11,North,Electronics,9,93.69,33.0,0.55
ORD-00468,2023-05-13,East,Home,8,105.34,40.0,0.38
ORD-00469,2024-11-13,north,Electronics,1,77.79,26.0,0.18
ORD-00470,2024-06-23,west,Electronics,7,86.35,,0.13
ORD-00471,2024-08-10,North,Electronics,2,49.52,34.0,0.06
ORD-00472,2023-11-12,NORTH,Home,6,71.67,23.0,0.25
ORD-00473,2023-12-08,,Sports,5,12.16,43.0,0.17
ORD-00474,2024-04-08,SOUTH,Clothing,9,117.63,32.0,0.22
ORD-00475,2024-07-27,South,Clothing,10,49.21,34.0,0.37
ORD-00476,2024-09-11,South,Clothing,6,27.29,31.0,0.09
ORD-00477,2023-01-14,WEST,Clothing,6,74.35,74.0,0.16
ORD-00478,2024-04-30,South,Books,7,57.58,30.0,0.03
ORD-00479,2023-03-21,South,Clothing,8,115.09,13.0,0.22
ORD-00480,2023-07-30,South,Books,7,63.48,19.0,0.21
ORD-00481,2024-08-29,NORTH,Sports,9,42.53,47.0,0.22
ORD-00482,2023-07-03,East,Sports,11,,54.0,0.43
ORD-00483,2024-08-05,North,Home,10,151.51,30.0,0.12
ORD-00484,2023-12-05,east,Books,2,117.42,53.0,0.31
ORD-00485,2023-06-20,north,Sports,6,93.54,47.0,0.1
ORD-00486,2023-09-02,WEST,Books,6,120.52,36.0,0.24
ORD-00487,2024-01-23,South,Clothing,6,98.05,,0.03
ORD-00488,2024-07-13,West,Electronics,6,34.47,40.0,0.36
ORD-00489,2024-03-18,south,Electronics,8,105.86,49.0,0.57
ORD-00490,2024-11-13,north,Sports,5,129.24,43.0,0.13
ORD-00491,2024-09-26,west,Home,3,133.64,30.0,0.15
ORD-00492,2024-07-04,East,Clothing,6,29.12,36.0,0.06
ORD-00493,2024-03-16,west,Clothing,10,46.47,62.0,0.29
ORD-00494,2023-07-31,SOUTH,Clothing,4,41.69,41.0,0.24
ORD-00495,2023-10-29,EAST,Sports,1,53.11,48.0,0.17
ORD-00496,2023-03-28,WEST,Books,11,87.54,44.0,0.32
ORD-00497,2023-10-01,East,Sports,3,73.14,41.0,0.22
ORD-00498,2024-11-08,SOUTH,Clothing,7,73.16,39.0,0.29
ORD-00499,2023-11-08,EAST,Home,9,23.29,49.0,0.17
ORD-00500,2023-03-25,east,Electronics,4,45.25,47.0,0.48
ORD-00501,2024-04-21,West,Sports,4,139.58,41.0,0.06
ORD-00502,2024-12-04,south,Home,4,128.9,30.0,0.2
ORD-00503,2024-09-26,SOUTH,Home,2,62.77,43.0,0.28
ORD-00504,2023-07-20,west,Home,2,106.04,37.0,0.35
ORD-00505,2023-11-28,South,Clothing,3,82.65,34.0,0.14
ORD-00506,2024-01-24,East,Sports,6,113.21,70.0,0.24
ORD-00507,2023-07-01,south,Home,6,108.89,20.0,0.11
ORD-00508,2023-07-16,NORTH,Books,1,66.14,50.0,0.33
ORD-00509,2023-06-23,east,Electronics,10,93.9,28.0,0.15
ORD-00510,2024-12-28,NORTH,Clothing,8,,40.0,0.22
ORD-00511,2024-06-29,NORTH,Sports,1,67.3,69.0,0.14
ORD-00512,2024-09-06,EAST,Electronics,10,58.1,26.0,0.16
ORD-00513,2024-08-19,east,Electronics,1,174.22,29.0,0.26
ORD-00514,2024-12-02,WEST,Sports,7,67.35,38.0,0.45
ORD-00515,2023-03-18,North,Clothing,6,102.06,28.0,0.33
ORD-00516,2024-10-06,North,Clothing,6,166.36,49.0,0.2
ORD-00517,2023-02-18,WEST,Home,11,93.8,32.0,0.19
ORD-00518,2023-12-14,NORTH,Electronics,11,91.22,46.0,0.08
ORD-00519,2024-03-10,North,Electronics,4,67.61,22.0,0.06
ORD-00520,2023-09-19,north,Electronics,7,87.07,16.0,0.13
ORD-00521,2023-04-17,South,Electronics,11,54.87,35.0,0.33
ORD-00522,2023-05-21,West,Electronics,9,273.2,19.0,0.1
ORD-00523,2024-08-25,west,Books,10,23.74,56.0,0.16
ORD-00524,2023-08-21,east,Clothing,5,60.54,20.0,0.23
ORD-00525,2023-08-15,NORTH,Electronics,4,94.76,26.0,0.28
ORD-00526,2024-11-05,SOUTH,Electronics,6,91.27,43.0,0.29
ORD-00527,2023-04-16,SOUTH,Home,9,,31.0,0.13
ORD-00528,2024-10-31,North,Sports,11,17.14,20.0,0.21
ORD-00529,2024-11-04,NORTH,Clothing,8,26.99,62.0,0.13
ORD-00530,2024-03-13,south,Electronics,8,76.45,26.0,0.16
ORD-00531,2023-05-02,North,Clothing,6,12.91,36.0,0.12
ORD-00532,2023-04-24,east,Home,4,98.91,,0.22
ORD-00533,2023-07-28,East,Electronics,5,135.46,47.0,0.24
ORD-00534,2024-02-27,north,Sports,6,109.81,44.0,0.25
ORD-00535,2023-04-23,SOUTH,Books,9,123.19,28.0,0.09
ORD-00536,2023-11-30,WEST,Clothing,7,13.39,34.0,0.18
ORD-00537,2023-03-26,East,Sports,9,56.29,35.0,0.12
ORD-00538,2024-01-30,West,Clothing,1,32.48,47.0,0.09
ORD-00539,2023-01-16,south,Electronics,9,19.73,24.0,0.09
ORD-00540,2024-06-02,West,Sports,6,48.55,62.0,0.24
ORD-00541,2023-02-10,NORTH,Sports,11,163.93,29.0,0.35
ORD-00542,2023-05-23,South,Clothing,6,190.87,38.0,0.09
ORD-00543,2023-05-08,North,Home,6,35.74,24.0,0.13
ORD-00544,2024-08-30,South,Electronics,2,70.49,22.0,0.38
ORD-00545,2023-02-09,south,Books,9,86.3,28.0,0.06
ORD-00546,2023-11-10,NORTH,Books,8,56.57,26.0,0.11
ORD-00547,2024-03-08,WEST,Books,10,141.3,33.0,0.2
ORD-00548,2024-01-13,SOUTH,Home,2,49.07,26.0,0.2
ORD-00549,2024-05-12,north,Books,3,43.48,46.0,0.53
ORD-00550,2024-08-10,North,Home,10,37.18,29.0,0.16
ORD-00551,2023-10-15,SOUTH,Sports,1,56.3,27.0,0.17
ORD-00552,2024-08-28,SOUTH,Electronics,6,5.49,33.0,0.21
ORD-00553,2023-08-21,south,Home,5,58.13,50.0,0.2
ORD-00554,2024-12-20,NORTH,Home,11,73.32,41.0,0.03
ORD-00555,2024-01-04,West,Home,10,76.33,37.0,0.17
ORD-00556,2024-06-22,west,Electronics,10,30.99,21.0,0.18
ORD-00557,2024-10-01,SOUTH,Clothing,4,75.4,24.0,0.39
ORD-00558,2024-08-02,east,Sports,7,74.39,23.0,0.11
ORD-00559,2024-09-14,WEST,Electronics,8,75.46,54.0,0.13
ORD-00560,2024-01-28,WEST,Books,11,111.11,,0.34
ORD-00561,2023-02-01,EAST,Books,1,29.99,28.0,0.06
ORD-00562,2023-12-27,West,Home,11,57.03,31.0,0.19
ORD-00563,2023-05-13,west,Electronics,4,16.13,28.0,0.08
ORD-00564,2024-10-11,west,Electronics,2,104.87,27.0,0.27
ORD-00565,2023-06-23,south,Clothing,7,33.72,,0.08
ORD-00566,2023-06-16,NORTH,Electronics,9,121.64,35.0,0.2
ORD-00567,2023-07-02,North,Electronics,2,124.25,63.0,0.05
ORD-00568,2024-04-14,South,Electronics,1,60.86,53.0,0.05
ORD-00569,2024-02-22,South,Electronics,10,58.73,54.0,0.38
ORD-00570,2024-11-24,SOUTH,Sports,11,22.04,46.0,0.09
ORD-00571,2023-11-01,EAST,Books,2,69.01,33.0,0.2
ORD-00572,2023-07-26,East,Electronics,10,110.52,45.0,0.21
ORD-00573,2023-02-06,WEST,Books,11,81.54,34.0,0.23
ORD-00574,2023-01-06,North,Electronics,11,151.57,58.0,0.15
ORD-00575,2023-10-01,north,Home,3,52.57,43.0,0.15
ORD-00576,2024-11-07,West,Electronics,7,52.52,41.0,0.37
ORD-00577,2024-01-18,,Electronics,11,35.47,40.0,0.42
ORD-00578,2024-10-15,WEST,Electronics,10,212.03,59.0,0.19
ORD-00579,2023-03-16,WEST,Home,7,21.87,21.0,0.11
ORD-00580,2023-03-10,west,Home,3,105.68,60.0,0.21
ORD-00581,2024-09-01,SOUTH,Clothing,1,111.92,36.0,0.06
ORD-00582,2023-03-20,SOUTH,Books,3,109.01,21.0,0.19
ORD-00583,2023-02-07,North,Books,1,37.72,29.0,0.38
ORD-00584,2023-10-23,east,Books,3,60.84,18.0,0.14
ORD-00585,2024-11-07,West,Home,1,96.47,46.0,0.49
ORD-00586,2024-05-18,SOUTH,Home,9,44.06,26.0,0.21
ORD-00587,2023-03-14,east,Home,7,55.21,40.0,0.3
ORD-00588,2024-09-03,NORTH,Clothing,6,44.61,52.0,0.27
ORD-00589,2024-09-08,north,Home,9,72.11,30.0,0.19
ORD-00590,2024-08-08,north,Electronics,5,69.06,35.0,0.05
ORD-00591,2024-10-21,North,Sports,5,167.88,22.0,0.16
ORD-00592,2023-06-25,WEST,Clothing,3,97.79,33.0,0.23
ORD-00593,2024-12-17,South,Books,5,26.22,69.0,0.41
ORD-00594,2023-08-23,west,Sports,2,27.92,47.0,0.12
ORD-00595,2024-08-09,,Home,7,106.83,35.0,0.21
ORD-00596,2024-02-28,north,Sports,11,,31.0,0.35
ORD-00597,2024-07-23,NORTH,Home,6,204.57,37.0,0.18
ORD-00598,2024-04-03,west,Electronics,4,204.23,40.0,0.45
ORD-00599,2024-04-14,North,Electronics,8,35.32,33.0,0.13
ORD-00600,2024-03-26,West,Electronics,10,82.34,44.0,0.05
ORD-00601,2024-07-23,North,Sports,6,28.2,27.0,0.2
ORD-00602,2024-06-24,east,Home,3,105.72,26.0,0.11
ORD-00603,2023-04-09,WEST,Clothing,8,182.34,42.0,0.09
ORD-00604,2024-08-26,NORTH,Home,3,75.15,24.0,0.18
ORD-00605,2024-01-27,NORTH,Clothing,11,51.3,47.0,0.16
ORD-00606,2023-08-25,WEST,Sports,4,87.74,38.0,0.41
ORD-00607,2024-01-11,NORTH,Sports,4,119.32,16.0,0.08
ORD-00608,2024-12-07,SOUTH,Electronics,8,119.81,39.0,0.09
ORD-00609,2024-09-18,South,Books,1,51.69,18.0,0.38
ORD-00610,2024-09-01,North,Clothing,3,43.28,,0.06
ORD-00611,2023-12-05,West,Electronics,2,79.54,35.0,0.24
ORD-00612,2024-07-27,,Sports,5,54.09,60.0,0.06
ORD-00613,2023-10-09,South,Electronics,7,141.34,51.0,0.29
ORD-00614,2024-05-16,west,Clothing,2,53.65,25.0,0.14
ORD-00615,2024-04-12,north,Electronics,4,71.66,14.0,0.14
ORD-00616,2023-07-02,NORTH,Home,9,86.37,29.0,0.14
ORD-00617,2023-07-14,east,Home,11,22.54,23.0,0.19
ORD-00618,2023-02-14,WEST,Clothing,1,45.91,60.0,0.05
ORD-00619,2023-04-13,north,Electronics,7,199.21,38.0,0.11
ORD-00620,2023-11-13,NORTH,Electronics,1,116.25,49.0,0.04
ORD-00621,2023-12-16,SOUTH,Sports,6,53.16,35.0,0.07
ORD-00622,2023-05-01,west,Sports,10,105.99,36.0,0.12
ORD-00623,2023-11-01,NORTH,Sports,9,139.93,38.0,0.14
ORD-00624,2024-03-17,SOUTH,Home,3,58.94,51.0,0.44
ORD-00625,2023-06-20,East,Home,3,112.88,42.0,0.06
ORD-00626,2023-09-05,South,Books,9,103.22,25.0,0.43
ORD-00627,2023-09-26,North,Books,10,28.56,57.0,0.21
ORD-00628,2024-01-05,NORTH,Home,4,59.16,34.0,0.33
ORD-00629,2023-09-25,south,Clothing,1,170.54,33.0,0.18
ORD-00630,2024-06-22,south,Home,5,195.84,4.0,0.37
ORD-00631,2023-08-28,West,Electronics,7,116.84,46.0,0.31
ORD-00632,2023-11-14,east,Electronics,5,44.82,39.0,0.14
ORD-00633,2023-10-05,east,Books,11,9.86,39.0,0.04
ORD-00634,2023-05-14,west,Sports,9,40.58,33.0,0.03
ORD-00635,2024-05-16,South,Electronics,9,25.58,31.0,0.18
ORD-00636,2023-06-22,SOUTH,Electronics,1,178.11,34.0,0.13
ORD-00637,2023-08-06,west,Electronics,10,15.78,44.0,0.23
ORD-00638,2024-08-02,North,Books,9,29.19,46.0,0.48
ORD-00639,2024-11-24,East,Clothing,5,78.49,35.0,0.28
ORD-00640,2024-05-05,West,Clothing,7,68.26,49.0,0.08
ORD-00641,2024-10-31,North,Electronics,10,165.52,37.0,0.1
ORD-00642,2024-09-16,SOUTH,Sports,10,99.29,32.0,0.19
ORD-00643,2023-12-18,NORTH,Home,7,62.1,40.0,0.36
ORD-00644,2024-07-17,NORTH,Books,1,142.91,22.0,0.19
ORD-00645,2023-08-29,South,Books,7,52.12,41.0,0.36
ORD-00646,2023-12-03,north,Electronics,8,173.62,19.0,0.06
ORD-00647,2024-01-27,West,Sports,1,36.65,26.0,0.13
ORD-00648,2024-12-03,West,Home,9,66.62,14.0,0.38
ORD-00649,2024-09-12,west,Books,3,11.44,36.0,0.12
ORD-00650,2023-12-24,north,Clothing,10,120.56,57.0,0.21
ORD-00651,2024-04-22,NORTH,Sports,7,75.65,37.0,0.37
ORD-00652,2023-05-28,North,Sports,4,173.9,46.0,0.1
ORD-00653,2024-08-11,NORTH,Home,1,57.71,66.0,0.15
ORD-00654,2024-02-09,West,Electronics,1,22.26,43.0,0.08
ORD-00655,2024-01-25,South,Sports,9,91.46,29.0,0.19
ORD-00656,2024-07-14,North,Sports,5,46.88,30.0,0.12
ORD-00657,2024-04-07,West,Home,10,110.12,38.0,0.3
ORD-00658,2023-02-22,south,Home,3,37.23,30.0,0.21
ORD-00659,2023-07-30,North,Clothing,11,,31.0,0.16
ORD-00660,2023-05-10,North,Electronics,11,71.62,50.0,0.14
ORD-00661,2024-06-21,east,Sports,2,62.26,50.0,0.05
ORD-00662,2023-01-26,West,Home,8,149.32,18.0,0.3
ORD-00663,2023-05-28,NORTH,Clothing,11,121.65,28.0,0.2
ORD-00664,2024-03-12,West,Books,4,41.11,32.0,0.14
ORD-00665,2024-05-22,WEST,Electronics,1,119.51,45.0,0.22
ORD-00666,2024-01-03,west,Electronics,10,104.74,52.0,0.1
ORD-00667,2024-09-21,NORTH,Clothing,6,64.63,70.0,0.2
ORD-00668,2024-11-02,North,Home,1,113.65,32.0,0.32
ORD-00669,2023-04-07,West,Clothing,10,155.11,33.0,0.19
ORD-00670,2024-11-27,South,Electronics,8,65.91,45.0,0.14
ORD-00671,2024-03-25,East,Clothing,1,66.06,30.0,0.18
ORD-00672,2024-04-10,west,Clothing,3,63.68,36.0,0.33
ORD-00673,2023-03-11,north,Home,1,,33.0,0.11
ORD-00674,2024-03-30,WEST,Home,11,65.46,7.0,0.15
ORD-00675,2024-06-14,WEST,Sports,1,60.69,39.0,0.19
ORD-00676,2024-02-29,EAST,Sports,9,58.33,36.0,0.03
ORD-00677,2023-03-03,south,Clothing,6,57.74,53.0,0.14
ORD-00678,2024-01-18,west,Sports,7,29.13,38.0,0.34
ORD-00679,2024-11-15,SOUTH,Home,9,129.16,23.0,0.03
ORD-00680,2024-06-12,EAST,Electronics,10,45.86,35.0,0.1
ORD-00681,2023-04-11,west,Clothing,2,160.38,13.0,0.11
ORD-00682,2024-12-02,EAST,Books,1,34.14,23.0,0.09
ORD-00683,2024-12-01,North,Sports,2,182.49,46.0,0.09
ORD-00684,2023-05-04,NORTH,Clothing,8,53.88,35.0,0.13
ORD-00685,2024-08-08,NORTH,Electronics,7,120.4,49.0,0.38
ORD-00686,2023-10-25,south,Electronics,1,75.18,14.0,0.06
ORD-00687,2024-03-09,south,Electronics,3,26.05,35.0,0.07
ORD-00688,2023-11-22,East,Books,6,27.16,32.0,0.11
ORD-00689,2024-07-26,south,Home,9,43.17,49.0,0.44
ORD-00690,2024-12-29,West,Home,4,51.79,46.0,0.22
ORD-00691,2024-08-04,WEST,Books,11,67.3,46.0,0.21
ORD-00692,2024-11-11,North,Sports,11,85.83,56.0,0.34
ORD-00693,2024-11-22,East,Books,9,61.56,34.0,0.11
ORD-00694,2023-03-07,east,Electronics,5,82.92,54.0,0.15
ORD-00695,2023-07-05,SOUTH,Home,10,91.7,25.0,0.03
ORD-00696,2024-06-11,NORTH,Sports,9,59.73,25.0,0.17
ORD-00697,2024-03-07,west,Books,6,103.68,47.0,0.16
ORD-00698,2023-02-06,West,Clothing,5,118.26,20.0,0.33
ORD-00699,2023-03-11,EAST,Clothing,10,93.19,45.0,0.09
ORD-00700,2024-01-16,west,Sports,7,96.54,39.0,0.44
ORD-00701,2024-03-26,west,Electronics,3,78.26,51.0,0.5
ORD-00702,2023-05-03,SOUTH,Home,11,136.05,37.0,0.14
ORD-00703,2023-05-06,east,Electronics,1,68.33,39.0,0.04
ORD-00704,2023-04-05,south,Sports,8,43.73,44.0,0.16
ORD-00705,2024-02-17,WEST,Electronics,8,69.68,30.0,0.29
ORD-00706,2023-01-06,North,Electronics,7,26.41,30.0,0.41
ORD-00707,2024-02-23,SOUTH,Clothing,1,23.92,44.0,0.32
ORD-00708,2023-12-14,WEST,Clothing,6,118.61,38.0,0.39
ORD-00709,2023-12-07,north,Home,10,161.94,33.0,0.07
ORD-00710,2024-05-11,west,Clothing,3,55.05,37.0,0.05
ORD-00711,2024-01-18,South,Clothing,8,119.3,57.0,0.09
ORD-00712,2024-06-15,West,Home,10,16.53,33.0,0.3
ORD-00713,2024-07-12,WEST,Home,11,14.11,32.0,0.34
ORD-00714,2024-11-03,south,Sports,6,93.37,18.0,0.33
ORD-00715,2024-08-07,WEST,Home,4,68.52,37.0,0.36
ORD-00716,2024-01-14,South,Home,8,177.89,46.0,0.27
ORD-00717,2023-12-26,East,Books,6,62.3,48.0,0.36
ORD-00718,2023-06-22,EAST,Electronics,7,32.25,39.0,0.12
ORD-00719,2024-03-14,west,Books,9,,49.0,0.42
ORD-00720,2023-04-12,North,Sports,8,69.64,47.0,0.16
ORD-00721,2024-11-11,North,Clothing,3,78.16,51.0,0.27
ORD-00722,2024-09-09,EAST,Electronics,9,59.78,50.0,0.22
ORD-00723,2023-03-29,East,Clothing,6,120.93,57.0,0.16
ORD-00724,2024-07-28,South,Clothing,11,151.53,36.0,0.12
ORD-00725,2023-03-27,North,Home,8,54.64,22.0,0.18
ORD-00726,2024-06-11,SOUTH,Sports,10,16.5,46.0,0.19
ORD-00727,2023-03-06,west,Home,11,83.23,47.0,0.24
ORD-00728,2023-12-23,North,Electronics,11,137.7,57.0,0.1
ORD-00729,2024-04-25,SOUTH,Clothing,9,54.8,53.0,0.16
ORD-00730,2024-06-16,WEST,Books,7,96.53,61.0,0.09
ORD-00731,2023-11-03,NORTH,Clothing,2,30.47,45.0,0.03
ORD-00732,2024-11-04,East,Home,5,81.95,41.0,0.19
ORD-00733,2024-07-20,North,Books,6,97.64,21.0,0.76
ORD-00734,2023-06-02,WEST,Clothing,9,83.42,42.0,0.2
ORD-00735,2024-05-05,EAST,Books,7,205.99,31.0,0.11
ORD-00736,2024-06-18,WEST,Clothing,5,160.77,41.0,0.11
ORD-00737,2023-09-01,north,Electronics,2,107.55,39.0,0.42
ORD-00738,2024-06-23,south,Clothing,8,129.93,44.0,0.16
ORD-00739,2024-10-18,West,Home,5,81.59,,0.26
ORD-00740,2024-08-20,North,Electronics,1,66.54,49.0,0.13
ORD-00741,2024-07-11,North,Sports,4,,5.0,0.06
ORD-00742,2024-04-08,north,Home,10,29.97,40.0,0.33
ORD-00743,2023-07-17,west,Electronics,2,165.24,52.0,0.09
ORD-00744,2024-08-04,east,Sports,5,210.79,60.0,0.06
ORD-00745,2023-09-24,east,Sports,6,70.74,47.0,0.18
ORD-00746,2024-01-25,east,Electronics,1,71.54,58.0,0.2
ORD-00747,2023-08-18,SOUTH,Electronics,2,100.18,40.0,0.2
ORD-00748,2023-08-17,south,Clothing,11,62.49,38.0,0.22
ORD-00749,2023-04-26,SOUTH,Home,7,32.95,44.0,0.15
ORD-00750,2024-12-03,EAST,Books,3,25.79,38.0,0.24
ORD-00751,2023-04-19,north,Home,2,206.38,29.0,0.1
ORD-00752,2023-03-05,WEST,Books,5,18.62,32.0,0.3
ORD-00753,2024-11-15,West,Electronics,8,,25.0,0.38
ORD-00754,2024-02-10,south,Books,9,20.72,44.0,0.18
ORD-00755,2023-11-17,East,Sports,3,64.56,38.0,0.31
ORD-00756,2024-06-23,North,Home,8,54.45,,0.18
ORD-00757,2023-10-08,West,Home,10,23.57,31.0,0.22
ORD-00758,2023-04-04,West,Clothing,3,102.36,44.0,0.29
ORD-00759,2024-06-17,west,Sports,1,31.23,47.0,0.06
ORD-00760,2023-05-09,SOUTH,Electronics,11,21.09,24.0,0.37
ORD-00761,2024-02-09,NORTH,Clothing,6,109.4,23.0,0.25
ORD-00762,2024-11-24,NORTH,Electronics,9,54.61,49.0,0.07
ORD-00763,2024-11-15,North,Sports,4,,21.0,0.08
ORD-00764,2023-09-21,north,Home,4,113.57,45.0,0.16
ORD-00765,2024-07-24,north,Sports,3,30.03,57.0,0.14
ORD-00766,2024-03-23,West,Books,3,16.9,57.0,0.31
ORD-00767,2023-12-17,North,Home,6,145.48,47.0,0.2
ORD-00768,2023-04-13,north,Home,2,189.34,47.0,0.18
ORD-00769,2023-10-03,WEST,Clothing,10,63.42,65.0,0.07
ORD-00770,2024-04-21,east,Home,6,4.0,10.0,0.06
ORD-00771,2024-12-22,west,Books,11,62.86,32.0,0.1
ORD-00772,2023-01-04,EAST,Sports,6,117.58,48.0,0.11
ORD-00773,2024-06-08,,Home,4,136.73,34.0,0.1
ORD-00774,2024-09-10,east,Sports,6,32.68,53.0,0.2
ORD-00775,2024-11-26,SOUTH,Sports,2,56.45,38.0,0.17
ORD-00776,2023-11-06,EAST,Home,10,81.23,40.0,0.41
ORD-00777,2023-03-28,South,Home,8,113.43,35.0,0.02
ORD-00778,2023-07-18,south,Electronics,2,106.11,32.0,0.02
ORD-00779,2024-09-13,south,Clothing,7,95.75,31.0,0.08
ORD-00780,2024-10-03,North,Sports,6,136.51,41.0,0.09
ORD-00781,2024-04-10,West,Electronics,3,66.48,29.0,0.43
ORD-00782,2023-03-31,north,Clothing,2,166.15,49.0,0.22
ORD-00783,2023-03-31,north,Books,9,46.96,46.0,0.14
ORD-00784,2023-12-16,north,Clothing,3,107.14,51.0,0.19
ORD-00785,2024-03-06,WEST,Sports,6,51.8,24.0,0.3
ORD-00786,2023-01-24,SOUTH,Books,3,64.05,18.0,0.16
ORD-00787,2024-05-16,East,Electronics,8,70.87,38.0,0.31
ORD-00788,2024-02-03,West,Clothing,1,49.79,73.0,0.16
ORD-00789,2023-01-09,north,Books,4,140.14,53.0,0.21
ORD-00790,2023-03-11,west,Sports,7,53.55,31.0,0.26
ORD-00791,2023-11-29,SOUTH,Sports,5,68.5,43.0,0.2
ORD-00792,2024-06-12,NORTH,Sports,7,99.46,47.0,0.03
ORD-00793,2024-08-26,EAST,Electronics,2,259.96,22.0,0.18
ORD-00794,2023-11-12,West,Books,5,101.73,54.0,0.09
ORD-00795,2023-08-04,north,Electronics,9,72.5,36.0,0.09
ORD-00796,2024-12-08,East,Electronics,4,14.48,37.0,0.12
ORD-00797,2023-12-02,north,Books,2,62.92,38.0,0.16
ORD-00798,2023-08-19,East,Home,10,43.8,52.0,0.27
ORD-00799,2023-11-20,EAST,Books,9,55.94,29.0,0.06
ORD-00800,2023-01-09,east,Sports,8,51.06,18.0,0.3
