order_id,order_date,region,category,units,unit_price,customer_age,discount,revenue,month
ORD-00320,2023-08-23,South,Books,8,107.86,35.0,0.08,793.85,2023-08
ORD-00321,2023-03-20,South,Sports,6,99.8,27.0,0.23,461.08,2023-03
ORD-00322,2024-03-25,North,Electronics,8,35.51,52.0,0.11,252.83,2024-03
ORD-00323,2024-10-31,North,Sports,4,58.17,37.0,0.28,167.53,2024-10
ORD-00324,2024-12-13,South,Sports,6,87.24,33.0,0.08,481.56,2024-12
ORD-00325,2023-06-18,West,Electronics,10,55.46,37.0,0.05,526.87,2023-06
ORD-00326,2023-06-22,South,Electronics,4,38.14,37.0,0.05,144.93,2023-06
ORD-00327,2023-01-28,East,Books,5,63.1,48.0,0.33,211.38,2023-01
ORD-00328,2023-04-14,North,Electronics,2,82.08,52.0,0.05,155.95,2023-04
ORD-00329,2024-02-10,North,Books,8,32.97,21.0,0.29,187.27,2024-02
ORD-00330,2024-02-04,West,Electronics,1,93.26,63.0,0.22,72.74,2024-02
ORD-00331,2023-09-29,South,Books,3,71.03,21.0,0.32,144.9,2023-09
ORD-00332,2023-08-15,South,Clothing,8,95.39,53.0,0.35,496.03,2023-08
ORD-00333,2024-08-29,West,Electronics,1,62.16,40.0,0.11,55.32,2024-08
ORD-00334,2023-12-03,West,Electronics,11,173.89,32.0,0.22,1491.98,2023-12
ORD-00335,2024-08-13,West,Electronics,5,66.39500000000001,33.0,0.24,252.3,2024-08
ORD-00336,2024-12-05,North,Home,5,102.18,38.0,0.36,326.98,2024-12
ORD-00337,2023-08-20,East,Electronics,6,93.03,37.0,0.03,541.43,2023-08
ORD-00338,2023-05-29,West,Sports,8,57.66,27.0,0.07,428.99,2023-05
ORD-00339,2024-11-27,South,Books,6,76.49,35.0,0.1,413.05,2024-11
ORD-00340,2024-04-09,North,Clothing,10,42.63,29.0,0.17,353.83,2024-04
ORD-00341,2023-08-01,West,Sports,11,166.39,23.0,0.43,1043.27,2023-08
ORD-00342,2024-03-30,South,Books,3,86.83,28.0,0.26,192.76,2024-03
ORD-00343,2024-01-12,East,Books,8,36.49,24.0,0.14,251.05,2024-01
ORD-00344,2024-10-23,West,Electronics,4,144.03,33.0,0.22,449.37,2024-10
ORD-00345,2023-07-07,East,Books,11,59.66,43.0,0.24,498.76,2023-07
ORD-00346,2024-12-25,South,Home,3,111.14,39.0,0.19,270.07,2024-12
ORD-00347,2024-11-15,South,Sports,4,17.51,62.0,0.28,50.43,2024-11
ORD-00348,2023-05-13,South,Home,8,128.4,37.0,0.13,893.66,2023-05
ORD-00349,2023-05-01,North,Books,9,84.59,44.0,0.32,517.69,2023-05
ORD-00350,2024-01-25,West,Clothing,2,34.35,38.0,0.05,65.26,2024-01
ORD-00351,2023-02-02,West,Electronics,7,83.66,37.0,0.14,503.63,2023-02
ORD-00352,2023-08-07,North,Electronics,4,156.45,47.0,0.44,350.45,2023-08
ORD-00353,2023-11-15,South,Sports,7,43.54,36.0,0.35,198.11,2023-11
ORD-00354,2024-12-09,West,Books,7,43.13,40.0,0.3,211.34,2024-12
ORD-00355,2024-12-26,North,Clothing,11,57.07,29.0,0.26,464.55,2024-12
ORD-00356,2023-04-21,South,Books,11,67.95,45.0,0.33,500.79,2023-04
ORD-00357,2024-10-13,South,Electronics,8,115.63,37.0,0.38,573.52,2024-10
ORD-00358,2023-03-08,East,Electronics,8,87.56,47.0,0.17,581.4,2023-03
ORD-00359,2024-07-01,North,Home,10,57.04,38.0,0.11,507.66,2024-07
ORD-00360,2024-09-10,East,Books,3,78.61,32.0,0.11,209.89,2024-09
ORD-00361,2024-10-13,South,Sports,8,171.82,35.0,0.31,948.45,2024-10
ORD-00362,2023-06-13,East,Books,9,97.14,36.0,0.05,830.55,2023-06
ORD-00363,2024-10-15,North,Clothing,2,61.19,54.0,0.27,89.34,2024-10
ORD-00364,2023-03-26,South,Sports,10,55.91,77.0,0.36,357.82,2023-03
ORD-00365,2024-01-15,South,Home,8,75.67,53.0,0.11,538.77,2024-01
ORD-00366,2023-12-10,North,Sports,4,114.76,31.0,0.09,417.73,2023-12
ORD-00367,2023-08-19,North,Electronics,6,39.26,46.0,0.26,174.31,2023-08
ORD-00368,2023-01-17,North,Electronics,6,105.34,46.0,0.06,594.12,2023-01
ORD-00369,2024-07-18,South,Electronics,11,60.38,27.0,0.2,531.34,2024-07
ORD-00370,2023-09-03,North,Sports,11,66.4,37.0,0.25,547.8,2023-09
ORD-00371,2024-04-28,West,Electronics,9,188.06624999999997,37.0,0.17,1404.85,2024-04
ORD-00372,2023-10-27,South,Sports,8,66.39500000000001,48.0,0.27,387.75,2023-10
ORD-00373,2023-10-01,West,Books,2,45.85,19.0,0.34,60.52,2023-10
ORD-00374,2024-10-09,West,Electronics,11,84.43,29.0,0.09,845.14,2024-10
ORD-00375,2023-03-11,North,Sports,2,118.27,45.0,0.28,170.31,2023-03
ORD-00376,2024-06-22,East,Electronics,2,99.54,39.0,0.13,173.2,2024-06
ORD-00377,2024-06-29,West,Electronics,1,10.7,55.0,0.23,8.24,2024-06
ORD-00378,2023-10-05,East,Home,11,66.39500000000001,21.0,0.08,671.92,2023-10
ORD-00379,2023-07-11,South,Clothing,6,86.76,66.0,0.2,416.45,2023-07
ORD-00380,2023-01-04,South,Clothing,3,82.43,20.0,0.13,215.14,2023-01
ORD-00381,2024-11-15,North,Electronics,1,48.46,14.0,0.22,37.8,2024-11
ORD-00382,2024-11-23,South,Books,5,100.59,37.0,0.16,422.48,2024-11
ORD-00383,2023-06-26,West,Electronics,8,128.73,24.0,0.2,823.87,2023-06
ORD-00384,2023-01-24,West,Clothing,11,18.43,38.0,0.29,143.94,2023-01
ORD-00385,2023-03-31,North,Home,7,16.98,37.0,0.35,77.26,2023-03
ORD-00386,2023-02-19,East,Home,7,83.97,36.0,0.28,423.21,2023-02
ORD-00387,2024-08-30,South,Books,10,105.71,28.0,0.18,866.82,2024-08
ORD-00388,2024-10-13,West,Clothing,10,43.67,43.0,0.16,366.83,2024-10
ORD-00389,2023-04-23,North,Books,4,11.32,34.0,0.04,43.47,2023-04
ORD-00390,2024-06-29,West,Books,11,66.39500000000001,51.0,0.13,635.4,2024-06
ORD-00391,2023-05-12,West,Clothing,6,83.21,36.0,0.33,334.5,2023-05
ORD-00392,2023-09-26,North,Clothing,11,54.01,26.0,0.37,374.29,2023-09
ORD-00393,2024-03-14,North,Home,2,120.05,18.0,0.29,170.47,2024-03
ORD-00394,2024-06-10,West,Home,2,80.06,36.0,0.05,152.11,2024-06
ORD-00395,2024-10-01,North,Electronics,10,40.42,23.0,0.07,375.91,2024-10
ORD-00396,2023-02-02,South,Home,8,43.44,22.0,0.12,305.82,2023-02
ORD-00397,2023-05-24,West,Electronics,2,66.26,44.0,0.52,63.61,2023-05
ORD-00398,2023-07-25,East,Home,10,51.56,17.0,0.05,489.82,2023-07
ORD-00399,2023-08-15,North,Sports,2,16.04,55.0,0.27,23.42,2023-08
ORD-00400,2024-12-30,South,Home,8,75.77,40.0,0.17,503.11,2024-12
ORD-00401,2024-07-22,North,Books,3,44.24,37.0,0.18,108.83,2024-07
ORD-00402,2023-08-23,West,Clothing,1,49.63,26.0,0.23,38.22,2023-08
ORD-00403,2024-12-11,South,Sports,9,30.25,47.0,0.06,255.92,2024-12
ORD-00404,2023-12-31,North,Sports,10,158.89,38.0,0.1,1430.01,2023-12
ORD-00405,2024-01-02,North,Sports,2,95.3,30.0,0.22,148.67,2024-01
ORD-00406,2023-11-14,West,Books,2,188.06624999999997,40.0,0.17,312.19,2023-11
ORD-00407,2023-04-16,North,Books,7,53.83,18.0,0.29,267.54,2023-04
ORD-00408,2024-11-14,West,Home,1,98.65,18.0,0.14,84.84,2024-11
ORD-00409,2023-01-11,East,Sports,9,76.61,25.0,0.48,358.53,2023-01
ORD-00410,2023-05-08,West,Sports,11,41.55,42.0,0.17,379.35,2023-05
ORD-00411,2023-06-17,West,Home,9,53.46,38.0,0.26,356.04,2023-06
ORD-00412,2023-07-24,West,Electronics,3,95.19,51.0,0.08,262.72,2023-07
ORD-00413,2023-04-07,West,Electronics,3,30.22,27.0,0.11,80.69,2023-04
ORD-00414,2023-01-14,North,Clothing,8,120.77,37.0,0.29,685.97,2023-01
ORD-00415,2024-05-10,West,Electronics,1,72.64,37.0,0.17,60.29,2024-05
ORD-00416,2024-12-09,South,Clothing,6,111.31,27.0,0.2,534.29,2024-12
ORD-00417,2023-03-31,South,Electronics,5,83.41,37.0,0.6,166.82,2023-03
ORD-00418,2023-08-05,West,Sports,9,18.55,37.0,0.21,131.89,2023-08
ORD-00419,2024-01-06,West,Electronics,3,64.65,30.0,0.15,164.86,2024-01
ORD-00420,2024-11-09,East,Books,9,122.35,39.0,0.34,726.76,2024-11
ORD-00421,2024-05-22,South,Clothing,8,71.96,36.0,0.23,443.27,2024-05
ORD-00422,2024-07-14,South,Electronics,3,65.74,37.0,0.28,142.0,2024-07
ORD-00423,2024-02-29,South,Books,4,71.91,33.0,0.14,247.37,2024-02
ORD-00424,2023-11-01,South,Sports,1,14.95,22.0,0.13,13.01,2023-11
ORD-00425,2023-05-27,South,Books,5,129.97,39.0,0.06,610.86,2023-05
ORD-00426,2024-09-23,North,Sports,3,8.69,28.0,0.11,23.2,2024-09
ORD-00427,2024-08-10,North,Home,2,146.26,26.0,0.23,225.24,2024-08
ORD-00428,2023-01-19,West,Books,7,51.26,35.0,0.34,236.82,2023-01
ORD-00429,2024-06-06,South,Electronics,7,87.09,47.0,0.37,384.07,2024-06
ORD-00430,2023-03-03,West,Sports,1,13.8,40.0,0.01,13.66,2023-03
ORD-00431,2024-06-24,East,Books,3,66.39500000000001,32.0,0.04,191.22,2024-06
ORD-00432,2024-08-26,North,Clothing,1,94.32,31.0,0.04,90.55,2024-08
ORD-00433,2023-04-06,North,Clothing,8,90.81,46.0,0.3,508.54,2023-04
ORD-00434,2023-11-14,North,Books,4,13.22,37.0,0.24,40.19,2023-11
ORD-00435,2023-04-01,West,Electronics,1,37.61,48.0,0.17,31.22,2023-04
ORD-00436,2024-02-19,North,Sports,3,83.69,16.0,0.12,220.94,2024-02
ORD-00437,2024-11-09,South,Clothing,11,127.86,37.0,0.18,1153.3,2024-11
ORD-00438,2023-03-01,West,Electronics,3,33.59,32.0,0.13,87.67,2023-03
ORD-00439,2023-10-18,West,Clothing,8,34.29,64.0,0.06,257.86,2023-10
ORD-00440,2024-12-12,North,Sports,6,80.27,58.0,0.49,245.63,2024-12
ORD-00441,2023-08-08,North,Clothing,2,188.06624999999997,46.0,0.18,308.43,2023-08
ORD-00442,2023-04-07,North,Home,4,42.08,42.0,0.08,154.85,2023-04
ORD-00443,2023-12-24,North,Sports,1,66.39500000000001,16.0,0.14,57.1,2023-12
ORD-00444,2024-01-07,North,Electronics,9,188.06624999999997,40.0,0.27,1235.6,2024-01
ORD-00445,2024-04-29,East,Books,4,60.47,31.0,0.26,178.99,2024-04
ORD-00446,2023-08-18,West,Clothing,6,133.97,28.0,0.09,731.48,2023-08
ORD-00447,2024-11-29,South,Books,2,62.63,40.0,0.13,108.98,2024-11
ORD-00448,2024-01-16,East,Electronics,10,188.06624999999997,32.0,0.39,1147.2,2024-01
ORD-00449,2023-07-29,North,Electronics,3,188.06624999999997,48.0,0.21,445.72,2023-07
ORD-00450,2024-12-02,West,Books,7,141.74,15.0,0.25,744.14,2024-12
ORD-00451,2024-11-07,North,Sports,10,53.47,39.0,0.12,470.54,2024-11
ORD-00452,2023-12-31,West,Sports,8,25.48,27.0,0.05,193.65,2023-12
ORD-00453,2023-01-19,West,Books,7,62.56,33.0,0.16,367.85,2023-01
ORD-00454,2024-03-12,South,Home,10,91.66,42.0,0.21,724.11,2024-03
ORD-00455,2024-02-10,North,Electronics,2,37.86,25.0,0.25,56.79,2024-02
ORD-00456,2023-04-19,North,Clothing,11,128.52,40.0,0.15,1201.66,2023-04
ORD-00457,2024-04-08,South,Books,7,47.35,35.0,0.02,324.82,2024-04
ORD-00458,2024-09-06,West,Clothing,5,30.26,30.0,0.22,118.01,2024-09
ORD-00459,2023-03-19,South,Home,3,188.06624999999997,32.0,0.26,417.51,2023-03
ORD-00460,2024-06-12,West,Electronics,9,36.41,36.0,0.07,304.75,2024-06
ORD-00461,2023-04-13,South,Home,11,46.38,29.0,0.2,408.14,2023-04
ORD-00462,2024-07-01,North,Clothing,8,101.13,38.0,0.48,420.7,2024-07
ORD-00463,2023-11-03,South,Electronics,1,52.21,35.0,0.39,31.85,2023-11
ORD-00464,2023-01-05,East,Electronics,6,31.11,31.0,0.43,106.4,2023-01
ORD-00465,2024-12-07,East,Home,9,43.19,37.0,0.24,295.42,2024-12
ORD-00466,2023-05-02,South,Clothing,5,188.06624999999997,37.0,0.19,761.67,2023-05
ORD-00467,2024-03-11,North,Electronics,9,93.69,33.0,0.55,379.44,2024-03
ORD-00468,2023-05-13,East,Home,8,105.34,40.0,0.38,522.49,2023-05
ORD-00469,2024-11-13,North,Electronics,1,77.79,26.0,0.18,63.79,2024-11
ORD-00470,2024-06-23,West,Electronics,7,86.35,37.0,0.13,525.87,2024-06
ORD-00471,2024-08-10,North,Electronics,2,49.52,34.0,0.06,93.1,2024-08
ORD-00472,2023-11-12,North,Home,6,71.67,23.0,0.25,322.52,2023-11
ORD-00473,2023-12-08,North,Sports,5,12.16,43.0,0.17,50.46,2023-12
ORD-00474,2024-04-08,South,Clothing,9,117.63,32.0,0.22,825.76,2024-04
ORD-00475,2024-07-27,South,Clothing,10,49.21,34.0,0.37,310.02,2024-07
ORD-00476,2024-09-11,South,Clothing,6,27.29,31.0,0.09,149.0,2024-09
ORD-00477,2023-01-14,West,Clothing,6,74.35,74.0,0.16,374.72,2023-01
ORD-00478,2024-04-30,South,Books,7,57.58,30.0,0.03,390.97,2024-04
ORD-00479,2023-03-21,South,Clothing,8,115.09,37.0,0.22,718.16,2023-03
ORD-00480,2023-07-30,South,Books,7,63.48,19.0,0.21,351.04,2023-07
ORD-00481,2024-08-29,North,Sports,9,42.53,47.0,0.22,298.56,2024-08
ORD-00482,2023-07-03,East,Sports,11,66.39500000000001,54.0,0.43,416.3,2023-07
ORD-00483,2024-08-05,North,Home,10,151.51,30.0,0.12,1333.29,2024-08
ORD-00484,2023-12-05,East,Books,2,117.42,53.0,0.31,162.04,2023-12
ORD-00485,2023-06-20,North,Sports,6,93.54,47.0,0.1,505.12,2023-06
ORD-00486,2023-09-02,West,Books,6,120.52,36.0,0.24,549.57,2023-09
ORD-00487,2024-01-23,South,Clothing,6,98.05,37.0,0.03,570.65,2024-01
ORD-00488,2024-07-13,West,Electronics,6,34.47,40.0,0.36,132.36,2024-07
ORD-00489,2024-03-18,South,Electronics,8,105.86,49.0,0.57,364.16,2024-03
ORD-00490,2024-11-13,North,Sports,5,129.24,43.0,0.13,562.19,2024-11
ORD-00491,2024-09-26,West,Home,3,133.64,30.0,0.15,340.78,2024-09
ORD-00492,2024-07-04,East,Clothing,6,29.12,36.0,0.06,164.24,2024-07
ORD-00493,2024-03-16,West,Clothing,10,46.47,62.0,0.29,329.94,2024-03
ORD-00494,2023-07-31,South,Clothing,4,41.69,41.0,0.24,126.74,2023-07
ORD-00495,2023-10-29,East,Sports,1,53.11,48.0,0.17,44.08,2023-10
ORD-00496,2023-03-28,West,Books,11,87.54,44.0,0.32,654.8,2023-03
ORD-00497,2023-10-01,East,Sports,3,73.14,41.0,0.22,171.15,2023-10
ORD-00498,2024-11-08,South,Clothing,7,73.16,39.0,0.29,363.61,2024-11
ORD-00499,2023-11-08,East,Home,9,23.29,49.0,0.17,173.98,2023-11
ORD-00500,2023-03-25,East,Electronics,4,45.25,47.0,0.48,94.12,2023-03
ORD-00501,2024-04-21,West,Sports,4,139.58,41.0,0.06,524.82,2024-04
ORD-00502,2024-12-04,South,Home,4,128.9,30.0,0.2,412.48,2024-12
ORD-00503,2024-09-26,South,Home,2,62.77,43.0,0.28,90.39,2024-09
ORD-00504,2023-07-20,West,Home,2,106.04,37.0,0.35,137.85,2023-07
ORD-00505,2023-11-28,South,Clothing,3,82.65,34.0,0.14,213.24,2023-11
ORD-00506,2024-01-24,East,Sports,6,113.21,70.0,0.24,516.24,2024-01
ORD-00507,2023-07-01,South,Home,6,108.89,20.0,0.11,581.47,2023-07
ORD-00508,2023-07-16,North,Books,1,66.14,50.0,0.33,44.31,2023-07
ORD-00509,2023-06-23,East,Electronics,10,93.9,28.0,0.15,798.15,2023-06
ORD-00510,2024-12-28,North,Clothing,8,66.39500000000001,40.0,0.22,414.3,2024-12
ORD-00511,2024-06-29,North,Sports,1,67.3,69.0,0.14,57.88,2024-06
ORD-00512,2024-09-06,East,Electronics,10,58.1,26.0,0.16,488.04,2024-09
ORD-00513,2024-08-19,East,Electronics,1,174.22,29.0,0.26,128.92,2024-08
ORD-00514,2024-12-02,West,Sports,7,67.35,38.0,0.45,259.3,2024-12
ORD-00515,2023-03-18,North,Clothing,6,102.06,28.0,0.33,410.28,2023-03
ORD-00516,2024-10-06,North,Clothing,6,166.36,49.0,0.2,798.53,2024-10
ORD-00517,2023-02-18,West,Home,11,93.8,32.0,0.19,835.76,2023-02
ORD-00518,2023-12-14,North,Electronics,11,91.22,46.0,0.08,923.15,2023-12
ORD-00519,2024-03-10,North,Electronics,4,67.61,22.0,0.06,254.21,2024-03
ORD-00520,2023-09-19,North,Electronics,7,87.07,16.0,0.13,530.26,2023-09
ORD-00521,2023-04-17,South,Electronics,11,54.87,35.0,0.33,404.39,2023-04
ORD-00522,2023-05-21,West,Electronics,9,188.06624999999997,19.0,0.1,1523.34,2023-05
ORD-00523,2024-08-25,West,Books,10,23.74,56.0,0.16,199.42,2024-08
ORD-00524,2023-08-21,East,Clothing,5,60.54,20.0,0.23,233.08,2023-08
ORD-00525,2023-08-15,North,Electronics,4,94.76,26.0,0.28,272.91,2023-08
ORD-00526,2024-11-05,South,Electronics,6,91.27,43.0,0.29,388.81,2024-11
ORD-00527,2023-04-16,South,Home,9,66.39500000000001,31.0,0.13,519.87,2023-04
ORD-00528,2024-10-31,North,Sports,11,17.14,20.0,0.21,148.95,2024-10
ORD-00529,2024-11-04,North,Clothing,8,26.99,62.0,0.13,187.85,2024-11
ORD-00530,2024-03-13,South,Electronics,8,76.45,26.0,0.16,513.74,2024-03
ORD-00531,2023-05-02,North,Clothing,6,12.91,36.0,0.12,68.16,2023-05
ORD-00532,2023-04-24,East,Home,4,98.91,37.0,0.22,308.6,2023-04
ORD-00533,2023-07-28,East,Electronics,5,135.46,47.0,0.24,514.75,2023-07
ORD-00534,2024-02-27,North,Sports,6,109.81,44.0,0.25,494.14,2024-02
ORD-00535,2023-04-23,South,Books,9,123.19,28.0,0.09,1008.93,2023-04
ORD-00536,2023-11-30,West,Clothing,7,13.39,34.0,0.18,76.86,2023-11
ORD-00537,2023-03-26,East,Sports,9,56.29,35.0,0.12,445.82,2023-03
ORD-00538,2024-01-30,West,Clothing,1,32.48,47.0,0.09,29.56,2024-01
ORD-00539,2023-01-16,South,Electronics,9,19.73,24.0,0.09,161.59,2023-01
ORD-00540,2024-06-02,West,Sports,6,48.55,62.0,0.24,221.39,2024-06
ORD-00541,2023-02-10,North,Sports,11,163.93,29.0,0.35,1172.1,2023-02
ORD-00542,2023-05-23,South,Clothing,6,188.06624999999997,38.0,0.09,1026.84,2023-05
ORD-00543,2023-05-08,North,Home,6,35.74,24.0,0.13,186.56,2023-05
ORD-00544,2024-08-30,South,Electronics,2,70.49,22.0,0.38,87.41,2024-08
ORD-00545,2023-02-09,South,Books,9,86.3,28.0,0.06,730.1,2023-02
ORD-00546,2023-11-10,North,Books,8,56.57,26.0,0.11,402.78,2023-11
ORD-00547,2024-03-08,West,Books,10,141.3,33.0,0.2,1130.4,2024-03
ORD-00548,2024-01-13,South,Home,2,49.07,26.0,0.2,78.51,2024-01
ORD-00549,2024-05-12,North,Books,3,43.48,46.0,0.53,61.31,2024-05
ORD-00550,2024-08-10,North,Home,10,37.18,29.0,0.16,312.31,2024-08
ORD-00551,2023-10-15,South,Sports,1,56.3,27.0,0.17,46.73,2023-10
ORD-00552,2024-08-28,South,Electronics,6,5.49,33.0,0.21,26.02,2024-08
ORD-00553,2023-08-21,South,Home,5,58.13,50.0,0.2,232.52,2023-08
ORD-00554,2024-12-20,North,Home,11,73.32,41.0,0.03,782.32,2024-12
ORD-00555,2024-01-04,West,Home,10,76.33,37.0,0.17,633.54,2024-01
ORD-00556,2024-06-22,West,Electronics,10,30.99,21.0,0.18,254.12,2024-06
ORD-00557,2024-10-01,South,Clothing,4,75.4,24.0,0.39,183.98,2024-10
ORD-00558,2024-08-02,East,Sports,7,74.39,23.0,0.11,463.45,2024-08
ORD-00559,2024-09-14,West,Electronics,8,75.46,54.0,0.13,525.2,2024-09
ORD-00560,2024-01-28,West,Books,11,111.11,37.0,0.34,806.66,2024-01
ORD-00561,2023-02-01,East,Books,1,29.99,28.0,0.06,28.19,2023-02
ORD-00562,2023-12-27,West,Home,11,57.03,31.0,0.19,508.14,2023-12
ORD-00563,2023-05-13,West,Electronics,4,16.13,28.0,0.08,59.36,2023-05
ORD-00564,2024-10-11,West,Electronics,2,104.87,27.0,0.27,153.11,2024-10
ORD-00565,2023-06-23,South,Clothing,7,33.72,37.0,0.08,217.16,2023-06
ORD-00566,2023-06-16,North,Electronics,9,121.64,35.0,0.2,875.81,2023-06
ORD-00567,2023-07-02,North,Electronics,2,124.25,63.0,0.05,236.08,2023-07
ORD-00568,2024-04-14,South,Electronics,1,60.86,53.0,0.05,57.82,2024-04
ORD-00569,2024-02-22,South,Electronics,10,58.73,54.0,0.38,364.13,2024-02
ORD-00570,2024-11-24,South,Sports,11,22.04,46.0,0.09,220.62,2024-11
ORD-00571,2023-11-01,East,Books,2,69.01,33.0,0.2,110.42,2023-11
ORD-00572,2023-07-26,East,Electronics,10,110.52,45.0,0.21,873.11,2023-07
ORD-00573,2023-02-06,West,Books,11,81.54,34.0,0.23,690.64,2023-02
ORD-00574,2023-01-06,North,Electronics,11,151.57,58.0,0.15,1417.18,2023-01
ORD-00575,2023-10-01,North,Home,3,52.57,43.0,0.15,134.05,2023-10
ORD-00576,2024-11-07,West,Electronics,7,52.52,41.0,0.37,231.61,2024-11
ORD-00577,2024-01-18,North,Electronics,11,35.47,40.0,0.42,226.3,2024-01
ORD-00578,2024-10-15,West,Electronics,10,188.06624999999997,59.0,0.19,1523.34,2024-10
ORD-00579,2023-03-16,West,Home,7,21.87,21.0,0.11,136.25,2023-03
ORD-00580,2023-03-10,West,Home,3,105.68,60.0,0.21,250.46,2023-03
ORD-00581,2024-09-01,South,Clothing,1,111.92,36.0,0.06,105.2,2024-09
ORD-00582,2023-03-20,South,Books,3,109.01,21.0,0.19,264.89,2023-03
ORD-00583,2023-02-07,North,Books,1,37.72,29.0,0.38,23.39,2023-02
ORD-00584,2023-10-23,East,Books,3,60.84,18.0,0.14,156.97,2023-10
ORD-00585,2024-11-07,West,Home,1,96.47,46.0,0.49,49.2,2024-11
ORD-00586,2024-05-18,South,Home,9,44.06,26.0,0.21,313.27,2024-05
ORD-00587,2023-03-14,East,Home,7,55.21,40.0,0.3,270.53,2023-03
ORD-00588,2024-09-03,North,Clothing,6,44.61,52.0,0.27,195.39,2024-09
ORD-00589,2024-09-08,North,Home,9,72.11,30.0,0.19,525.68,2024-09
ORD-00590,2024-08-08,North,Electronics,5,69.06,35.0,0.05,328.04,2024-08
ORD-00591,2024-10-21,North,Sports,5,167.88,22.0,0.16,705.1,2024-10
ORD-00592,2023-06-25,West,Clothing,3,97.79,33.0,0.23,225.89,2023-06
ORD-00593,2024-12-17,South,Books,5,26.22,69.0,0.41,77.35,2024-12
ORD-00594,2023-08-23,West,Sports,2,27.92,47.0,0.12,49.14,2023-08
ORD-00595,2024-08-09,North,Home,7,106.83,35.0,0.21,590.77,2024-08
ORD-00596,2024-02-28,North,Sports,11,66.39500000000001,31.0,0.35,474.72,2024-02
ORD-00597,2024-07-23,North,Home,6,188.06624999999997,37.0,0.18,925.29,2024-07
ORD-00598,2024-04-03,West,Electronics,4,188.06624999999997,40.0,0.45,413.75,2024-04
ORD-00599,2024-04-14,North,Electronics,8,35.32,33.0,0.13,245.83,2024-04
ORD-00600,2024-03-26,West,Electronics,10,82.34,44.0,0.05,782.23,2024-03
ORD-00601,2024-07-23,North,Sports,6,28.2,27.0,0.2,135.36,2024-07
ORD-00602,2024-06-24,East,Home,3,105.72,26.0,0.11,282.27,2024-06
ORD-00603,2023-04-09,West,Clothing,8,182.34,42.0,0.09,1327.44,2023-04
ORD-00604,2024-08-26,North,Home,3,75.15,24.0,0.18,184.87,2024-08
ORD-00605,2024-01-27,North,Clothing,11,51.3,47.0,0.16,474.01,2024-01
ORD-00606,2023-08-25,West,Sports,4,87.74,38.0,0.41,207.07,2023-08
ORD-00607,2024-01-11,North,Sports,4,119.32,16.0,0.08,439.1,2024-01
ORD-00608,2024-12-07,South,Electronics,8,119.81,39.0,0.09,872.22,2024-12
ORD-00609,2024-09-18,South,Books,1,51.69,18.0,0.38,32.05,2024-09
ORD-00610,2024-09-01,North,Clothing,3,43.28,37.0,0.06,122.05,2024-09
ORD-00611,2023-12-05,West,Electronics,2,79.54,35.0,0.24,120.9,2023-12
ORD-00612,2024-07-27,North,Sports,5,54.09,60.0,0.06,254.22,2024-07
ORD-00613,2023-10-09,South,Electronics,7,141.34,51.0,0.29,702.46,2023-10
ORD-00614,2024-05-16,West,Clothing,2,53.65,25.0,0.14,92.28,2024-05
ORD-00615,2024-04-12,North,Electronics,4,71.66,14.0,0.14,246.51,2024-04
ORD-00616,2023-07-02,North,Home,9,86.37,29.0,0.14,668.5,2023-07
ORD-00617,2023-07-14,East,Home,11,22.54,23.0,0.19,200.83,2023-07
ORD-00618,2023-02-14,West,Clothing,1,45.91,60.0,0.05,43.61,2023-02
ORD-00619,2023-04-13,North,Electronics,7,188.06624999999997,38.0,0.11,1171.65,2023-04
ORD-00620,2023-11-13,North,Electronics,1,116.25,49.0,0.04,111.6,2023-11
ORD-00621,2023-12-16,South,Sports,6,53.16,35.0,0.07,296.63,2023-12
ORD-00622,2023-05-01,West,Sports,10,105.99,36.0,0.12,932.71,2023-05
ORD-00623,2023-11-01,North,Sports,9,139.93,38.0,0.14,1083.06,2023-11
ORD-00624,2024-03-17,South,Home,3,58.94,51.0,0.44,99.02,2024-03
ORD-00625,2023-06-20,East,Home,3,112.88,42.0,0.06,318.32,2023-06
ORD-00626,2023-09-05,South,Books,9,103.22,25.0,0.43,529.52,2023-09
ORD-00627,2023-09-26,North,Books,10,28.56,57.0,0.21,225.62,2023-09
ORD-00628,2024-01-05,North,Home,4,59.16,34.0,0.33,158.55,2024-01
ORD-00629,2023-09-25,South,Clothing,1,170.54,33.0,0.18,139.84,2023-09
ORD-00630,2024-06-22,South,Home,5,188.06624999999997,37.0,0.37,592.41,2024-06
ORD-00631,2023-08-28,West,Electronics,7,116.84,46.0,0.31,564.34,2023-08
ORD-00632,2023-11-14,East,Electronics,5,44.82,39.0,0.14,192.73,2023-11
ORD-00633,2023-10-05,East,Books,11,9.86,39.0,0.04,104.12,2023-10
ORD-00634,2023-05-14,West,Sports,9,40.58,33.0,0.03,354.26,2023-05
ORD-00635,2024-05-16,South,Electronics,9,25.58,31.0,0.18,188.78,2024-05
ORD-00636,2023-06-22,South,Electronics,1,178.11,34.0,0.13,154.96,2023-06
ORD-00637,2023-08-06,West,Electronics,10,15.78,44.0,0.23,121.51,2023-08
ORD-00638,2024-08-02,North,Books,9,29.19,46.0,0.48,136.61,2024-08
ORD-00639,2024-11-24,East,Clothing,5,78.49,35.0,0.28,282.56,2024-11
ORD-00640,2024-05-05,West,Clothing,7,68.26,49.0,0.08,439.59,2024-05
